"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 08:15:51 GMT 2024","Fri Jun 07 08:15:51 GMT 2024","23","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Fri Jun 07 08:15:51 GMT 2024","Fri Jun 07 08:15:51 GMT 2024","320","tests.api","test_api_login","","","","test_should_return_422_on_wrong_password",""
"passed","Fri Jun 07 08:16:28 GMT 2024","Fri Jun 07 08:16:28 GMT 2024","687","tests","test_login","","","","test_failed_login",""
"passed","Fri Jun 07 08:16:19 GMT 2024","Fri Jun 07 08:16:20 GMT 2024","1115","tests","test_edit","","","","test_autocomplete",""
"passed","Fri Jun 07 08:16:21 GMT 2024","Fri Jun 07 08:16:24 GMT 2024","2972","tests","test_edit","","","","test_edit",""
"passed","Fri Jun 07 08:15:51 GMT 2024","Fri Jun 07 08:15:51 GMT 2024","306","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Fri Jun 07 08:16:26 GMT 2024","Fri Jun 07 08:16:27 GMT 2024","684","tests","test_login","","","","test_successful_login",""
"passed","Fri Jun 07 08:16:26 GMT 2024","Fri Jun 07 08:16:26 GMT 2024","43","tests","test_home","","","","test_successful_login",""
"passed","Fri Jun 07 08:15:50 GMT 2024","Fri Jun 07 08:15:51 GMT 2024","747","tests.api","test_api_login","","","","test_successful_api_login",""
