"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 08:19:12 GMT 2024","Fri Jun 07 08:19:12 GMT 2024","316","tests.api","test_api_login","","","","test_should_return_422_on_wrong_password",""
"passed","Fri Jun 07 08:19:11 GMT 2024","Fri Jun 07 08:19:12 GMT 2024","735","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Fri Jun 07 08:19:12 GMT 2024","Fri Jun 07 08:19:12 GMT 2024","17","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Fri Jun 07 08:19:12 GMT 2024","Fri Jun 07 08:19:12 GMT 2024","304","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
